POINTID,NUTS_0,Lucas2009,Lucas2012,Lucas2015,Lucas2018,Coarse,Clay,Sand,Silt,PSDAvailable,TextureFromSurvey,USDA,ISSS
46462644,AT,NO,NO,YES,NO,17,11,37,52,Yes,2015,silt loam,silty loam
46462636,AT,NO,NO,YES,YES,18,8,47,45,Yes,2015,loam,silty loam
46462592,SI,YES,NO,YES,NO,2,25,30,45,Yes,2009,loam,silty loam
46462178,IT,YES,NO,YES,NO,33,33,7,60,Yes,2009,silty clay loam,silty clay loam
46462046,IT,YES,NO,YES,YES,9,51,18,32,Yes,2009,clay,silty clay
46462034,IT,YES,NO,NO,NO,6,65,6,29,Yes,2009,clay,silty clay
46461650,IT,YES,NO,YES,YES,5,49,14,37,Yes,2009,clay,silty clay
46461632,IT,YES,NO,NO,NO,22,53,20,27,Yes,2009,clay,silty clay
46461628,IT,NO,NO,NO,YES,,,,,No,,,
46444726,SE,YES,NO,NO,NO,20,10,49,40,Yes,2009,loam,silty loam
46444702,SE,YES,NO,YES,NO,,,,,No,,,
46444684,SE,YES,NO,YES,YES,23,9,56,35,Yes,2009,sandy loam,silty loam
46444666,SE,YES,NO,NO,NO,,,,,No,,,
46444558,SE,YES,NO,YES,YES,24,6,44,50,Yes,2009,silt loam,silty loam
46444546,SE,YES,NO,YES,NO,,,,,No,,,
46444528,SE,YES,NO,NO,NO,,,,,No,,,
46444510,SE,YES,NO,NO,NO,,,,,No,,,
46444468,SE,YES,NO,NO,NO,24,7,59,35,Yes,2009,sandy loam,silty loam
46444456,SE,YES,NO,NO,YES,32,25,6,69,Yes,2009,silt loam,silty loam
46444378,SE,YES,NO,YES,YES,14,10,53,38,Yes,2009,sandy loam,silty loam
46444342,SE,YES,NO,YES,YES,,12,50,38,Yes,2009,loam,silty loam
46444306,SE,YES,NO,YES,NO,14,18,22,60,Yes,2009,silt loam,silty loam
46444288,SE,YES,NO,YES,YES,3,14,23,63,Yes,2009,silt loam,silty loam
46444168,SE,YES,NO,YES,YES,22,24,13,63,Yes,2009,silt loam,silty loam
46444078,SE,YES,NO,YES,YES,12,22,18,61,Yes,2009,silt loam,silty loam
46444042,SE,YES,NO,YES,YES,14,8,53,39,Yes,2009,sandy loam,silty loam
46444018,SE,YES,NO,YES,YES,5,2,93,5,Yes,2009,sand,sand
46443784,SE,YES,NO,NO,YES,,,,,No,,,
46443448,PL,YES,NO,YES,YES,,,,,No,,,
46443394,PL,YES,NO,YES,YES,10,1,79,20,Yes,2009,loamy sand,loamy sand
46443280,PL,YES,NO,NO,NO,5,7,82,12,Yes,2009,loamy sand,loamy sand
46443178,DE,YES,NO,YES,NO,9,4,84,12,Yes,2009,loamy sand,loamy sand
46443124,DE,YES,NO,YES,NO,20,12,31,57,Yes,2009,silt loam,silty loam
46442992,CZ,YES,NO,YES,YES,17,25,13,62,Yes,2009,silt loam,silty loam
46442920,CZ,YES,NO,YES,YES,13,20,38,42,Yes,2009,loam,silty loam
46442722,AT,YES,NO,YES,NO,22,16,35,49,Yes,2009,loam,silty loam
46442710,AT,NO,NO,YES,YES,13,5,56,38,Yes,2015,sandy loam,silty loam
46442702,AT,NO,NO,YES,YES,9,8,47,45,Yes,2015,loam,silty loam
46442692,AT,NO,NO,YES,YES,10,7,49,44,Yes,2015,sandy loam,silty loam
46442684,AT,NO,NO,YES,YES,18,7,53,40,Yes,2015,sandy loam,silty loam
46442642,AT,NO,NO,YES,YES,18,9,43,48,Yes,2015,loam,silty loam
46442606,AT,NO,NO,YES,NO,21,26,20,54,Yes,2015,silt loam,silty loam
46442146,IT,YES,NO,NO,NO,63,22,41,37,Yes,2009,loam,silty loam
46442110,IT,YES,NO,YES,YES,48,33,18,49,Yes,2009,silty clay loam,silty clay loam
46441648,IT,YES,NO,YES,YES,9,25,55,20,Yes,2009,sandy clay loam,clay loam
46441612,IT,YES,NO,NO,NO,16,52,5,44,Yes,2009,silty clay,silty clay
46424688,SE,YES,NO,YES,YES,29,7,68,25,Yes,2009,sandy loam,silty loam
46424634,SE,YES,NO,NO,NO,30,9,55,37,Yes,2009,sandy loam,silty loam
46424620,SE,YES,NO,YES,YES,19,8,33,59,Yes,2009,silt loam,silty loam
46424602,SE,YES,NO,YES,YES,23,9,49,42,Yes,2009,loam,silty loam
46424566,SE,YES,NO,YES,NO,,,,,No,,,
46424418,SE,YES,NO,NO,YES,11,7,50,42,Yes,2009,sandy loam,silty loam
46424400,SE,YES,NO,YES,YES,17,6,67,28,Yes,2009,sandy loam,silty loam
46424310,SE,YES,NO,YES,YES,25,7,60,33,Yes,2009,sandy loam,silty loam
46424152,SE,YES,NO,YES,YES,18,6,60,33,Yes,2009,sandy loam,silty loam
46424094,SE,YES,NO,YES,YES,,,,,No,,,
46423932,SE,YES,NO,YES,YES,3,44,13,43,Yes,2009,silty clay,silty clay
46423918,SE,YES,NO,YES,YES,12,14,43,43,Yes,2009,loam,silty loam
46423788,SE,YES,NO,YES,YES,,,,,No,,,
46423216,DE,NO,NO,YES,NO,4,1,96,3,Yes,2015,sand,sand
46423144,DE,YES,NO,YES,NO,12,5,88,7,Yes,2009,sand,loamy sand
46423126,DE,YES,NO,YES,NO,5,11,11,78,Yes,2009,silt loam,silty loam
46422942,CZ,YES,NO,YES,YES,23,12,62,27,Yes,2009,sandy loam,silty loam
46422928,CZ,YES,NO,YES,YES,7,15,34,51,Yes,2009,silt loam,silty loam
46422892,CZ,YES,NO,YES,YES,6,25,47,28,Yes,2009,sandy clay loam,silty loam
46422762,AT,YES,NO,YES,YES,16,53,9,38,Yes,2009,clay,silty clay
46422690,AT,NO,NO,YES,YES,16,9,46,45,Yes,2015,loam,silty loam
46422682,AT,YES,NO,YES,YES,3,23,4,73,Yes,2009,silt loam,silty loam
46422672,AT,NO,NO,NO,YES,,,,,No,,,
46422624,AT,YES,NO,YES,YES,18,16,42,41,Yes,2009,loam,silty loam
46422568,SI,YES,NO,YES,NO,31,27,31,42,Yes,2009,loam,silty clay loam
46422528,SI,YES,NO,YES,YES,1,31,16,53,Yes,2009,silty clay loam,silty clay loam
46422496,SI,YES,NO,YES,YES,43,26,14,60,Yes,2009,silt loam,silty loam
46422172,IT,YES,NO,YES,NO,28,38,7,55,Yes,2009,silty clay loam,silty clay loam
46422154,IT,YES,NO,YES,NO,11,41,9,50,Yes,2009,silty clay,silty clay
46421596,IT,NO,NO,NO,YES,,,,,No,,,
46404808,SE,YES,NO,NO,YES,,,,,No,,,
46404642,SE,YES,NO,NO,NO,,,,,No,,,
46404552,SE,YES,NO,NO,NO,,,,,No,,,
46404534,SE,YES,NO,YES,YES,22,4,48,49,Yes,2009,sandy loam,silty loam
46404426,SE,YES,NO,YES,NO,25,8,61,31,Yes,2009,sandy loam,silty loam
46404336,SE,YES,NO,NO,NO,32,7,72,20,Yes,2009,sandy loam,loamy sand
46404066,SE,YES,NO,YES,NO,21,7,53,40,Yes,2009,sandy loam,silty loam
46404052,SE,YES,NO,YES,YES,15,7,68,25,Yes,2009,sandy loam,silty loam
46404012,SE,YES,NO,YES,YES,,,,,No,,,
46403958,SE,YES,NO,YES,YES,3,11,50,39,Yes,2009,loam,silty loam
46403872,SE,YES,NO,YES,YES,26,7,47,46,Yes,2009,sandy loam,silty loam
46403836,SE,YES,NO,YES,YES,22,7,60,33,Yes,2009,sandy loam,silty loam
46403800,SE,YES,NO,YES,YES,,,,,No,,,
46403764,SE,YES,NO,NO,NO,25,5,62,34,Yes,2009,sandy loam,silty loam
46403760,SE,YES,NO,YES,YES,,,,,No,,,
46403724,SE,YES,NO,YES,YES,21,5,75,19,Yes,2009,loamy sand,loamy sand
46403404,PL,YES,NO,YES,YES,,4,89,7,Yes,2009,sand,loamy sand
46403278,PL,YES,NO,YES,YES,8,4,86,10,Yes,2009,loamy sand,loamy sand
46403220,DE,YES,NO,YES,NO,6,5,72,24,Yes,2009,sandy loam,loamy sand
46403170,DE,YES,NO,YES,NO,8,19,23,58,Yes,2009,silt loam,silty loam
46403134,DE,YES,NO,YES,NO,3,32,14,54,Yes,2009,silty clay loam,silty clay loam
46403130,DE,YES,NO,YES,NO,6,11,12,77,Yes,2009,silt loam,silty loam
46402932,CZ,YES,NO,YES,YES,13,18,45,37,Yes,2009,loam,silty loam
46402914,CZ,YES,NO,YES,YES,20,11,64,24,Yes,2009,sandy loam,silty loam
46402688,AT,NO,NO,YES,YES,13,13,35,53,Yes,2015,silt loam,silty loam
46402674,AT,NO,NO,YES,YES,25,13,46,42,Yes,2015,loam,silty loam
46402652,AT,NO,NO,YES,YES,22,7,40,53,Yes,2015,silt loam,silty loam
46402580,SI,YES,NO,YES,NO,31,27,34,39,Yes,2009,loam,silty clay loam
46402540,SI,YES,NO,YES,YES,5,20,10,70,Yes,2009,silt loam,silty loam
46402522,SI,NO,NO,YES,YES,21,14,48,39,Yes,2015,loam,silty loam
46402122,IT,YES,NO,YES,NO,19,30,31,39,Yes,2009,clay loam,silty clay loam
46401640,IT,YES,NO,YES,YES,8,24,10,66,Yes,2009,silt loam,silty loam
46384684,SE,YES,NO,NO,NO,,,,,No,,,
46384540,SE,YES,NO,YES,YES,3,10,47,43,Yes,2009,loam,silty loam
46384456,SE,YES,NO,NO,YES,26,7,50,43,Yes,2009,sandy loam,silty loam
46384288,SE,YES,NO,YES,YES,6,4,58,38,Yes,2009,sandy loam,silty loam
46384162,SE,YES,NO,YES,YES,8,29,5,66,Yes,2009,silty clay loam,silty clay loam
46384054,SE,YES,NO,YES,YES,3,51,5,43,Yes,2009,silty clay,silty clay
46384024,SE,YES,NO,YES,YES,7,23,32,45,Yes,2009,loam,silty loam
46383946,SE,YES,NO,YES,YES,7,34,35,30,Yes,2009,clay loam,silty clay loam
46383934,SE,NO,NO,NO,YES,,,,,No,,,
46383874,SE,YES,NO,YES,YES,15,10,47,43,Yes,2009,loam,silty loam
46383808,SE,YES,NO,YES,YES,,,,,No,,,
46383790,SE,YES,NO,YES,YES,,,,,No,,,
46383736,SE,YES,NO,YES,YES,22,8,59,33,Yes,2009,sandy loam,silty loam
46383708,SE,YES,NO,YES,YES,,,,,No,,,
46383352,PL,YES,NO,YES,YES,6,4,82,13,Yes,2009,loamy sand,loamy sand
46383322,PL,YES,NO,YES,YES,13,6,64,30,Yes,2009,sandy loam,silty loam
46383304,PL,YES,NO,NO,YES,1,7,80,13,Yes,2009,loamy sand,loamy sand
46383154,DE,YES,NO,YES,NO,2,3,90,7,Yes,2009,sand,loamy sand
46383088,CZ,YES,NO,YES,YES,10,17,23,60,Yes,2009,silt loam,silty loam
46382970,CZ,YES,NO,YES,YES,24,10,35,55,Yes,2009,silt loam,silty loam
46382944,CZ,YES,NO,YES,YES,17,17,43,41,Yes,2009,loam,silty loam
46382836,AT,YES,NO,YES,YES,19,15,64,22,Yes,2009,sandy loam,loam
46382834,AT,YES,NO,YES,YES,8,15,58,27,Yes,2009,sandy loam,silty loam
46382830,AT,YES,NO,NO,NO,17,23,24,53,Yes,2009,silt loam,silty loam
46382776,AT,YES,NO,YES,NO,9,32,10,58,Yes,2009,silty clay loam,silty clay loam
46382758,AT,YES,NO,YES,NO,28,45,10,45,Yes,2009,silty clay,silty clay
46382686,AT,NO,NO,YES,YES,11,7,54,40,Yes,2015,sandy loam,silty loam
46382502,SI,NO,NO,YES,YES,28,28,11,62,Yes,2015,silty clay loam,silty clay loam
46382484,HR,NO,NO,YES,NO,4,40,9,51,Yes,2015,silty clay loam,silty clay loam
46382188,IT,YES,NO,YES,NO,2,38,15,47,Yes,2009,silty clay loam,silty clay loam
46382170,IT,NO,NO,YES,NO,3,37,10,53,Yes,2015,silty clay loam,silty clay loam
46382088,IT,NO,NO,YES,NO,77,20,24,56,Yes,2015,silt loam,silty loam
46381666,IT,YES,NO,YES,YES,22,31,18,51,Yes,2009,silty clay loam,silty clay loam
46381642,IT,YES,NO,YES,YES,23,33,24,43,Yes,2009,clay loam,silty clay loam
46381602,IT,YES,NO,YES,YES,9,64,5,32,Yes,2009,clay,silty clay
46381594,IT,YES,NO,YES,NO,17,47,23,29,Yes,2009,clay,silty clay
46364808,SE,NO,NO,YES,YES,12,9,36,55,Yes,2015,silt loam,silty loam
46364686,SE,YES,NO,YES,YES,16,2,80,18,Yes,2009,loamy sand,loamy sand
46364676,SE,NO,NO,NO,YES,,,,,No,,,
46364650,SE,NO,NO,NO,YES,,,,,No,,,
46364622,SE,NO,NO,NO,YES,,,,,No,,,
46364604,SE,YES,NO,NO,NO,,,,,No,,,
46364596,SE,YES,NO,NO,NO,,,,,No,,,
46364574,SE,YES,NO,YES,YES,26,8,53,39,Yes,2009,sandy loam,silty loam
46364506,SE,YES,NO,NO,NO,,,,,No,,,
46364502,SE,YES,NO,NO,NO,26,8,44,48,Yes,2009,loam,silty loam
46364466,SE,YES,NO,NO,YES,23,8,59,33,Yes,2009,sandy loam,silty loam
46364430,SE,YES,NO,YES,YES,21,5,68,27,Yes,2009,sandy loam,silty loam
46364388,SE,YES,NO,YES,YES,11,7,51,42,Yes,2009,sandy loam,silty loam
46364290,SE,YES,NO,YES,YES,,,,,No,,,
46364254,SE,YES,NO,YES,YES,39,5,54,41,Yes,2009,sandy loam,silty loam
46364226,SE,YES,NO,YES,YES,19,3,66,31,Yes,2009,sandy loam,silty loam
46364190,SE,YES,NO,YES,YES,32,4,75,20,Yes,2009,loamy sand,loamy sand
46364146,SE,YES,NO,NO,YES,16,6,51,43,Yes,2009,sandy loam,silty loam
46364142,SE,YES,NO,NO,NO,15,7,62,30,Yes,2009,sandy loam,silty loam
46364128,SE,YES,NO,YES,YES,17,20,27,53,Yes,2009,silt loam,silty loam
46364028,SE,YES,NO,YES,YES,,,,,No,,,
46364010,SE,YES,NO,NO,NO,5,6,66,28,Yes,2009,sandy loam,silty loam
46363966,SE,YES,NO,YES,YES,13,38,4,58,Yes,2009,silty clay loam,silty clay loam
46363782,SE,YES,NO,YES,YES,26,8,51,40,Yes,2009,loam,silty loam
46363728,SE,YES,NO,YES,YES,,,,,No,,,
46363278,PL,YES,NO,NO,NO,3,23,59,18,Yes,2009,sandy clay loam,loam
46363218,DE,YES,NO,YES,NO,8,3,89,8,Yes,2009,sand,loamy sand
46363192,DE,YES,NO,YES,NO,6,4,82,14,Yes,2009,loamy sand,loamy sand
46363128,DE,YES,NO,NO,NO,5,17,8,75,Yes,2009,silt loam,silty loam
46363102,CZ,YES,NO,YES,YES,15,16,22,61,Yes,2009,silt loam,silty loam
46363092,CZ,YES,NO,YES,YES,10,12,57,31,Yes,2009,sandy loam,silty loam
46363066,CZ,YES,NO,YES,YES,19,34,15,51,Yes,2009,silty clay loam,silty clay loam
46363020,CZ,YES,NO,YES,YES,16,28,19,53,Yes,2009,silty clay loam,silty clay loam
46362900,CZ,YES,NO,YES,YES,18,14,66,21,Yes,2009,sandy loam,loam
46362822,AT,YES,NO,YES,NO,,,,,No,,,
46362810,AT,YES,NO,YES,NO,11,18,44,38,Yes,2009,loam,silty loam
46362804,AT,YES,NO,YES,NO,9,17,4,78,Yes,2009,silt loam,silty loam
46362702,AT,NO,NO,YES,NO,9,5,54,41,Yes,2015,sandy loam,silty loam
46362688,AT,NO,NO,YES,YES,12,7,46,47,Yes,2015,sandy loam,silty loam
46362660,AT,NO,NO,YES,YES,18,9,45,46,Yes,2015,loam,silty loam
46362610,AT,YES,NO,NO,NO,,,,,No,,,
46362588,SI,NO,NO,YES,NO,8,21,17,61,Yes,2015,silt loam,silty loam
46362570,SI,NO,NO,YES,NO,10,21,20,59,Yes,2015,silt loam,silty loam
46362444,HR,NO,NO,YES,NO,1,37,6,57,Yes,2015,silty clay loam,silty clay loam
46362108,IT,NO,NO,YES,NO,84,38,12,50,Yes,2015,silty clay loam,silty clay loam
46362084,IT,NO,NO,YES,NO,43,24,22,54,Yes,2015,silt loam,silty loam
46362030,IT,YES,NO,NO,NO,13,28,38,34,Yes,2009,clay loam,silty clay loam
46361608,IT,YES,NO,NO,NO,15,5,11,84,Yes,2009,silt,silty loam
46344654,SE,YES,NO,NO,NO,,,,,No,,,
46344618,SE,YES,NO,NO,NO,,,,,No,,,
46344492,SE,YES,NO,NO,YES,6,8,43,49,Yes,2009,loam,silty loam
46344420,SE,YES,NO,NO,YES,5,5,72,23,Yes,2009,sandy loam,loamy sand
46344024,SE,YES,NO,YES,YES,5,8,74,18,Yes,2009,sandy loam,loamy sand
46343718,SE,YES,NO,YES,YES,,,,,No,,,
46343358,PL,YES,NO,NO,NO,10,9,67,24,Yes,2009,sandy loam,loamy sand
46343340,PL,NO,NO,YES,YES,3,9,72,19,Yes,2015,sandy loam,loamy sand
46342980,CZ,YES,NO,YES,YES,20,16,21,63,Yes,2009,silt loam,silty loam
46342926,CZ,YES,NO,YES,YES,15,14,53,33,Yes,2009,sandy loam,silty loam
46342786,AT,YES,NO,YES,YES,13,19,13,67,Yes,2009,silt loam,silty loam
46342722,AT,NO,NO,YES,NO,12,14,21,65,Yes,2015,silt loam,silty loam
46342650,AT,NO,NO,YES,YES,27,14,36,51,Yes,2015,silt loam,silty loam
46342602,SI,YES,NO,YES,NO,25,16,38,46,Yes,2009,loam,silty loam
46342584,SI,NO,NO,YES,NO,10,9,48,42,Yes,2015,loam,silty loam
46342566,SI,NO,NO,NO,YES,,,,,No,,,
46342206,IT,YES,NO,YES,NO,37,29,18,52,Yes,2009,silty clay loam,silty clay loam
46342092,IT,NO,NO,YES,NO,77,17,22,61,Yes,2015,silt loam,silty loam
46324670,SE,YES,NO,YES,YES,35,7,53,40,Yes,2009,sandy loam,silty loam
46324552,SE,YES,NO,YES,YES,,,,,No,,,
46324472,SE,YES,NO,NO,YES,25,6,63,31,Yes,2009,sandy loam,silty loam
46324328,SE,YES,NO,YES,NO,16,6,58,36,Yes,2009,sandy loam,silty loam
46324314,SE,YES,NO,YES,YES,29,4,50,46,Yes,2009,sandy loam,silty loam
46324274,SE,YES,NO,YES,YES,14,6,65,30,Yes,2009,sandy loam,silty loam
46324098,SE,YES,NO,NO,NO,,,,,No,,,
46324080,SE,YES,NO,YES,NO,5,5,73,22,Yes,2009,sandy loam,loamy sand
46324062,SE,YES,NO,YES,YES,21,6,80,14,Yes,2009,loamy sand,loamy sand
46324040,SE,YES,NO,YES,YES,6,6,52,42,Yes,2009,sandy loam,silty loam
46323954,SE,YES,NO,YES,YES,,,,,No,,,
46323932,SE,YES,NO,NO,NO,7,36,20,45,Yes,2009,silty clay loam,silty clay loam
46323922,SE,YES,NO,YES,YES,2,39,9,51,Yes,2009,silty clay loam,silty clay loam
46323914,SE,YES,NO,YES,YES,3,8,42,50,Yes,2009,silt loam,silty loam
46323900,SE,YES,NO,YES,YES,18,6,68,26,Yes,2009,sandy loam,silty loam
46323860,SE,YES,NO,YES,NO,,,,,No,,,
46323824,SE,YES,NO,YES,YES,17,6,59,35,Yes,2009,sandy loam,silty loam
46323810,SE,YES,NO,YES,YES,7,6,59,35,Yes,2009,sandy loam,silty loam
46323756,SE,YES,NO,YES,YES,,,,,No,,,
46323742,SE,YES,NO,YES,YES,,,,,No,,,
46323328,PL,YES,NO,YES,YES,4,9,65,25,Yes,2009,sandy loam,silty loam
46323266,PL,YES,NO,YES,YES,14,37,44,19,Yes,2009,clay loam,clay loam
46323180,DE,YES,NO,YES,NO,4,3,90,7,Yes,2009,sand,loamy sand
46323144,DE,YES,NO,YES,NO,3,8,74,18,Yes,2009,sandy loam,loamy sand
46323140,DE,YES,NO,YES,NO,7,5,75,20,Yes,2009,loamy sand,loamy sand
46323122,DE,YES,NO,YES,NO,2,15,6,80,Yes,2009,silt loam,silty loam
46323072,CZ,YES,NO,YES,YES,12,20,20,60,Yes,2009,silt loam,silty loam
46322946,CZ,YES,NO,YES,YES,22,9,60,31,Yes,2009,sandy loam,silty loam
46322896,CZ,YES,NO,YES,YES,9,22,46,32,Yes,2009,loam,silty loam
46322834,AT,YES,NO,YES,YES,13,18,51,31,Yes,2009,loam,silty loam
46322514,SI,YES,NO,YES,NO,6,30,22,48,Yes,2009,clay loam,silty clay loam
46322226,IT,YES,NO,YES,NO,30,30,16,54,Yes,2009,silty clay loam,silty clay loam
46322176,IT,YES,NO,YES,NO,34,31,18,51,Yes,2009,silty clay loam,silty clay loam
46322132,IT,NO,NO,YES,NO,83,33,20,47,Yes,2015,silty clay loam,silty clay loam
46322032,IT,NO,NO,NO,YES,,,,,No,,,
46321654,IT,YES,NO,YES,NO,23,45,26,29,Yes,2009,clay,silty clay
46321622,IT,NO,NO,YES,YES,46,27,26,46,Yes,2015,loam,silty clay loam
46321600,IT,YES,NO,YES,YES,19,52,7,41,Yes,2009,silty clay,silty clay
46321592,IT,YES,NO,NO,NO,17,41,16,42,Yes,2009,silty clay,silty clay
46304594,SE,NO,NO,NO,YES,,,,,No,,,
46304558,SE,YES,NO,YES,YES,12,6,38,56,Yes,2009,silt loam,silty loam
46304306,SE,YES,NO,YES,YES,2,1,92,7,Yes,2009,sand,sand
46304288,SE,YES,NO,YES,YES,10,4,64,32,Yes,2009,sandy loam,silty loam
46304108,SE,YES,NO,YES,NO,26,5,54,41,Yes,2009,sandy loam,silty loam
46303946,SE,YES,NO,YES,YES,,,,,No,,,
46303856,SE,YES,NO,YES,YES,,,,,No,,,
46303244,DE,YES,NO,YES,YES,2,3,92,5,Yes,2009,sand,sand
46303208,DE,YES,NO,YES,NO,7,3,90,8,Yes,2009,sand,loamy sand
46303172,DE,YES,NO,YES,NO,2,5,73,23,Yes,2009,sandy loam,loamy sand
46302720,AT,YES,NO,NO,NO,16,18,3,79,Yes,2009,silt loam,silty loam
46302682,AT,NO,NO,YES,YES,18,7,48,45,Yes,2015,sandy loam,silty loam
46302632,AT,YES,NO,NO,NO,10,15,26,59,Yes,2009,silt loam,silty loam
46302588,SI,NO,NO,YES,NO,15,15,33,51,Yes,2015,silt loam,silty loam
46302578,SI,NO,NO,YES,NO,21,10,66,23,Yes,2015,sandy loam,loamy sand
46302542,SI,NO,NO,YES,YES,42,18,18,64,Yes,2015,silt loam,silty loam
46302452,HR,NO,NO,NO,YES,,,,,No,,,
46302152,IT,NO,NO,YES,YES,52,21,18,61,Yes,2015,silt loam,silty loam
46302138,IT,YES,NO,YES,NO,66,27,29,44,Yes,2009,loam,silty clay loam
46302134,IT,YES,NO,YES,YES,28,26,17,57,Yes,2009,silt loam,silty loam
46302120,IT,YES,NO,YES,NO,2,39,7,54,Yes,2009,silty clay loam,silty clay loam
46284706,SE,YES,NO,NO,NO,28,6,55,39,Yes,2009,sandy loam,silty loam
46284626,SE,YES,NO,YES,NO,,,,,No,,,
46284526,SE,YES,NO,YES,YES,7,10,3,87,Yes,2009,silt,silty loam
46284436,SE,YES,NO,YES,YES,,,,,No,,,
46284400,SE,YES,NO,NO,YES,39,8,54,37,Yes,2009,sandy loam,silty loam
46284382,SE,YES,NO,NO,NO,21,9,61,30,Yes,2009,sandy loam,silty loam
46284368,SE,YES,NO,YES,YES,27,10,52,39,Yes,2009,loam,silty loam
46284346,SE,YES,NO,YES,YES,12,5,72,23,Yes,2009,sandy loam,loamy sand
46284248,SE,YES,NO,YES,YES,14,6,69,25,Yes,2009,sandy loam,silty loam
46284230,SE,YES,NO,NO,NO,,,,,No,,,
46284158,SE,YES,NO,YES,YES,4,7,9,84,Yes,2009,silt,silty loam
46284116,SE,YES,NO,YES,YES,19,3,68,29,Yes,2009,sandy loam,silty loam
46283942,SE,YES,NO,YES,YES,9,13,78,9,Yes,2009,sandy loam,sandy loam
46283924,SE,YES,NO,YES,YES,1,9,21,70,Yes,2009,silt loam,silty loam
46283888,SE,YES,NO,YES,YES,,,,,No,,,
46283360,PL,YES,NO,YES,YES,7,5,62,34,Yes,2009,sandy loam,silty loam
46283270,DE,YES,NO,YES,NO,9,10,50,40,Yes,2009,loam,silty loam
46283230,DE,YES,NO,YES,YES,7,2,91,7,Yes,2009,sand,loamy sand
46283042,CZ,YES,NO,YES,YES,19,20,37,44,Yes,2009,loam,silty loam
46283032,CZ,YES,NO,YES,YES,6,22,48,29,Yes,2009,loam,silty loam
46282964,CZ,YES,NO,YES,YES,27,9,69,22,Yes,2009,sandy loam,loamy sand
46282892,CZ,YES,NO,YES,YES,12,19,47,34,Yes,2009,loam,silty loam
46282880,CZ,YES,NO,YES,YES,20,13,54,32,Yes,2009,sandy loam,silty loam
46282852,CZ,YES,NO,YES,YES,4,14,51,35,Yes,2009,loam,silty loam
46282798,AT,YES,NO,NO,NO,8,21,3,76,Yes,2009,silt loam,silty loam
46282726,AT,NO,NO,YES,YES,24,10,45,45,Yes,2015,loam,silty loam
46282600,SI,NO,NO,YES,NO,14,5,62,33,Yes,2015,sandy loam,silty loam
46282592,SI,NO,NO,YES,NO,28,18,18,64,Yes,2015,silt loam,silty loam
46282586,SI,YES,NO,YES,YES,14,15,53,32,Yes,2009,sandy loam,silty loam
46282582,SI,YES,NO,YES,NO,,,,,No,,,
46282564,SI,YES,NO,NO,NO,17,49,4,47,Yes,2009,silty clay,silty clay
46282550,SI,YES,NO,YES,YES,13,19,15,66,Yes,2009,silt loam,silty loam
46282448,HR,NO,NO,YES,NO,1,40,10,49,Yes,2015,silty clay loam,silty clay loam
46282214,IT,YES,NO,YES,NO,5,30,26,43,Yes,2009,clay loam,silty clay loam
46282208,IT,YES,NO,YES,YES,1,21,40,39,Yes,2009,loam,silty loam
46282196,IT,YES,NO,YES,NO,11,27,22,51,Yes,2009,silt loam,silty clay loam
46282114,IT,NO,NO,YES,NO,58,22,23,55,Yes,2015,silt loam,silty loam
46282096,IT,NO,NO,NO,YES,,,,,No,,,
46281646,IT,YES,NO,NO,NO,25,53,4,44,Yes,2009,silty clay,silty clay
46281610,IT,NO,NO,NO,YES,,,,,No,,,
46281596,IT,YES,NO,YES,YES,14,52,10,38,Yes,2009,clay,silty clay
46281592,IT,NO,NO,NO,YES,,,,,No,,,
46264672,SE,YES,NO,NO,NO,,,,,No,,,
46264636,SE,YES,NO,YES,YES,,,,,No,,,
46264510,SE,YES,NO,YES,YES,37,5,56,39,Yes,2009,sandy loam,silty loam
46264432,SE,YES,NO,YES,YES,17,5,75,20,Yes,2009,loamy sand,loamy sand
46264378,SE,YES,NO,NO,YES,12,10,63,28,Yes,2009,sandy loam,silty loam
46264366,SE,YES,NO,NO,NO,40,7,58,35,Yes,2009,sandy loam,silty loam
46264348,SE,YES,NO,YES,YES,13,5,62,33,Yes,2009,sandy loam,silty loam
46264306,SE,YES,NO,YES,NO,7,3,55,42,Yes,2009,sandy loam,silty loam
46264276,SE,YES,NO,YES,YES,7,5,76,19,Yes,2009,loamy sand,loamy sand
46264036,SE,YES,NO,YES,YES,3,60,2,38,Yes,2009,clay,silty clay
46264024,SE,YES,NO,YES,YES,22,19,36,45,Yes,2009,loam,silty loam
46263992,SE,YES,NO,YES,YES,17,7,65,28,Yes,2009,sandy loam,silty loam
46263982,SE,YES,NO,YES,YES,,,,,No,,,
46263974,SE,YES,NO,NO,YES,,9,52,39,Yes,2009,loam,silty loam
46263946,SE,YES,NO,YES,YES,16,15,44,42,Yes,2009,loam,silty loam
46263934,SE,YES,NO,YES,YES,5,24,44,32,Yes,2009,loam,silty loam
46263910,SE,YES,NO,YES,YES,,,,,No,,,
46263892,SE,YES,NO,YES,YES,17,7,62,31,Yes,2009,sandy loam,silty loam
46263884,SE,YES,NO,YES,YES,9,4,85,12,Yes,2009,loamy sand,loamy sand
46263844,SE,YES,NO,YES,NO,1,7,64,29,Yes,2009,sandy loam,silty loam
46263808,SE,YES,NO,YES,YES,13,9,48,43,Yes,2009,loam,silty loam
46263790,SE,YES,NO,YES,YES,6,8,51,41,Yes,2009,loam,silty loam
46263754,SE,YES,NO,YES,YES,9,6,49,45,Yes,2009,sandy loam,silty loam
